id,candidate_length,in_candidates,response,answer
184,10,False,notInKB,notInKB
184,10,False,nic,2011 Malaysian motorcycle Grand Prix
185,2,True,Colin Edwards,Colin Edwards
186,10,False,nic,2011 AMA Pro American Superbike Championship season
187,1,True,AMA Superbike Championship,AMA Superbike Championship
188,1,True,Josh Hayes,Josh Hayes
189,10,True,Yamaha Motor Company,Yamaha Motor Company
190,2,True,Tech 3,Tech 3
191,1,True,Jorge Lorenzo,Jorge Lorenzo
192,1,True,Katsuyuki Nakasuga,Katsuyuki Nakasuga
193,2,True,Loris Capirossi,Loris Capirossi
194,4,True,Grand Prix motorcycle racing,Motorcycle racing
195,1,True,Gresini Racing,Gresini Racing
196,1,True,Kevin Schwantz,Kevin Schwantz
197,1,True,Valentino Rossi,Valentino Rossi
198,10,True,Asteroid,Asteroid
199,2,True,Arecibo Observatory,Radar imaging
200,1,True,Eleanor F. Helin,Eleanor F. Helin
201,1,True,Palomar Observatory,Palomar Observatory
202,10,True,4769 Castalia,Castalia
203,10,True,Nymph,Nymph
204,10,True,Castalia,Greek mythology
205,2,True,notInKB,notInKB
205,2,True,Lunar distance (astronomy),Lunar distance (astronomy)
206,10,True,Radar,Radar astronomy
207,1,True,Arecibo Observatory,Arecibo Observatory
208,3,True,notInKB,notInKB
208,3,True,Scott Hudson,Scott Hudson
209,7,True,Washington State University,Washington State University
210,1,True,Steven J. Ostro,Steven J. Ostro
211,8,True,Jet Propulsion Laboratory,Jet Propulsion Laboratory
212,10,True,Mathematical model,Mathematical model
213,3,True,Magnitude (astronomy),Apparent magnitude
214,2,True,notInKB,notInKB
214,2,True,Contact binary (asteroid),Contact binary (asteroid)
215,10,False,nic,Experimental film
216,1,True,Collage film,Collage film
217,1,True,Arthur Lipsett,Arthur Lipsett
218,3,True,Newsreel,Newsreel
219,10,True,World War II,Post-war
220,3,True,Technocracy movement,Technocracy
221,1,True,Donald Brittain,Donald Brittain
222,5,True,Time capsule,Time capsule
223,10,True,Early skyscrapers,Skyscraper
224,7,True,John D. Rockefeller,John D. Rockefeller
225,10,True,Richard Nixon,Richard Nixon
226,10,True,Montreal,Montreal
227,10,True,New York City,New York City
228,10,True,England,English people
229,10,True,"Edmonton, London","Edmonton, London"
230,10,True,London,London
231,1,True,Nottinghamshire Cricket Board,Nottinghamshire Cricket Board
232,10,True,Bedfordshire,Bedfordshire County Cricket Club
233,1,True,notInKB,notInKB
233,1,True,2001 Cheltenham & Gloucester Trophy,2001 Cheltenham & Gloucester Trophy
234,10,True,Luton,Luton
235,1,True,notInKB,notInKB
235,1,True,2002 Cheltenham & Gloucester Trophy,2002 Cheltenham & Gloucester Trophy
236,10,True,Oxfordshire,Oxfordshire County Cricket Club
237,1,True,Christ Church Ground,Christ Church Ground
238,10,True,Oxford,Oxford
239,3,True,notInKB,notInKB
239,3,True,Not out,Not out
240,10,True,First-class cricket,First-class cricket
241,10,True,Nottinghamshire County Cricket Club,Nottinghamshire County Cricket Club
242,10,False,nic,India A cricket team
243,1,True,notInKB,notInKB
243,1,True,Nottinghamshire Cricket Board Premier League,Nottinghamshire Cricket Board Premier League
244,3,True,Housing estate,Housing estate
245,2,True,Costain Homes,Redrow plc
246,10,True,Abbey,Abbey
247,10,True,notInKB,notInKB
247,10,True,council,Council house
248,9,True,Renting,Leasehold estate
249,3,True,Abbey Park,Townhouse
250,2,True,Abbey Park,Semi-detached
251,3,True,Bungalow,Bungalow
252,3,True,Bisham,Bisham Abbey
253,10,False,nic,Dale Abbey
254,10,True,"Newstead, Nottinghamshire",Newstead Abbey
255,4,True,Fountains Abbey,Fountains Abbey
256,4,True,Abbey Park,Cul-de-sac
257,10,True,Tewkesbury,Tewkesbury Abbey
258,10,True,Hexham,Hexham Abbey
259,10,False,nic,Bolton Abbey
260,10,True,Furness Abbey,Furness Abbey
261,1,True,Retirement home,Retirement home
262,3,True,notInKB,notInKB
262,3,True,Real estate pricing,Real estate pricing
263,10,True,Alabama State Route System,State highway
264,8,True,Alabama,U.S. state
265,10,True,Alabama,Alabama
266,10,True,Tennessee,Tennessee
267,10,True,"Killen, Alabama","Killen, Alabama"
268,5,True,"Lauderdale County, Alabama","Lauderdale County, Alabama"
269,10,True,"Fayette County, Alabama","Fayette County, Alabama"
270,10,True,"Russellville, Alabama","Russellville, Alabama"
271,10,False,nic,"Franklin County, Alabama"
272,10,True,"Walker County, Alabama","Walker County, Alabama"
273,10,True,"Winston County, Alabama","Winston County, Alabama"
274,10,False,nic,"Marion County, Alabama"
275,10,False,nic,"Franklin County, Alabama"
276,10,True,Grand Prix motorcycle racing,Grand Prix motorcycle racing
277,10,True,motorcycle,Motorcycle
278,4,True,Motorcycle sport,Road racing
279,10,False,nic,1992 Grand Prix motorcycle racing season
280,1,True,Fédération Internationale de Motocyclisme,Fédération Internationale de Motocyclisme
281,10,False,nic,1990 Grand Prix motorcycle racing season
282,6,True,Aprilia,Aprilia
283,10,False,nic,1991 Grand Prix motorcycle racing season
284,3,True,notInKB,notInKB
284,3,True,1991 Czechoslovakian motorcycle Grand Prix,1991 Czechoslovakian motorcycle Grand Prix
285,10,False,nic,1992 Grand Prix motorcycle racing season
286,1,True,Fausto Gresini,Fausto Gresini
287,10,False,notInKB,notInKB
287,10,False,nic,1992 Malaysian motorcycle Grand Prix
288,10,False,notInKB,notInKB
288,10,False,nic,1992 Hungarian motorcycle Grand Prix
289,10,False,nic,1993 Grand Prix motorcycle racing season
290,1,True,Gilera,Gilera
291,10,False,nic,1994 Grand Prix motorcycle racing season
292,10,False,nic,1995 Grand Prix motorcycle racing season
293,10,True,Honda Racing Corporation,Honda
294,10,False,nic,1997 Grand Prix motorcycle racing season
295,10,False,notInKB,notInKB
295,10,False,nic,1997 Malaysian motorcycle Grand Prix
296,7,True,Superbike World Championship,Superbike World Championship
297,10,True,Yamaha Motor Company,Yamaha Motor Company
298,10,True,Kingdom of Ireland,Ireland
299,1,True,"Randal MacDonnell, 1st Earl of Antrim","Randal MacDonnell, 1st Earl of Antrim"
300,1,True,Irish Rebellion of 1641,Irish Rebellion of 1641
301,10,True,"Randal MacDonnell, 1st Marquess of Antrim (1645 creation)","Randal MacDonnell, 1st Marquess of Antrim (1645 creation)"
302,8,True,Oliver Cromwell,Oliver Cromwell
303,1,True,Cromwellian conquest of Ireland,Cromwellian conquest of Ireland
304,1,True,notInKB,notInKB
304,1,True,Act for the Settlement of Ireland 1652,Act for the Settlement of Ireland 1652
305,4,True,Custos rotulorum,Custos rotulorum
306,2,True,notInKB,notInKB
306,2,True,Earl of Antrim,Earl of Antrim
307,9,True,Privy Council of Ireland,Privy Council of Ireland
308,10,True,James II of England,James II of England
309,6,True,Glorious Revolution,Glorious Revolution
310,1,True,Siege of Derry,Siege of Derry
311,1,True,"Arthur Annesley, 1st Earl of Anglesey","Arthur Annesley, 1st Earl of Anglesey"
312,9,True,United States District Court for the Southern District of New York,United States federal judge
313,10,True,New York,New York
314,2,True,"Auburn, New York","Auburn, New York"
315,10,True,"Utica, New York","Utica, New York"
316,1,True,Roscoe Conkling,Roscoe Conkling
317,10,True,President of the United States,President of the United States
318,3,True,Chester A. Arthur,Chester A. Arthur
319,1,True,United States District Court for the Northern District of New York,United States District Court for the Northern District of New York
320,10,True,Theodore Roosevelt,Theodore Roosevelt
321,1,True,United States Court of Appeals for the Second Circuit,United States Court of Appeals for the Second Circuit
322,1,True,Alfred Conkling,Alfred Conkling
323,10,True,U.S. Representative,United States House of Representatives
324,1,True,Roscoe Conkling,Roscoe Conkling
325,1,True,Arthur Cleveland Coxe,Arthur Cleveland Coxe
326,1,True,Samuel Hanson Cox,Samuel Hanson Cox
327,1,True,notInKB,notInKB
327,1,True,"Alfred Conkling Coxe, Jr.","Alfred Conkling Coxe, Jr."
328,2,True,United States District Court for the Southern District of New York,United States District Court for the Southern District of New York
329,1,True,Louis O. Coxe,Louis O. Coxe
330,3,True,Billy Budd,Billy Budd
331,1,True,Ústí nad Labem,Ústí nad Labem
332,10,True,Czechoslovak Socialist Republic,Czechoslovakia
333,10,True,Historical revisionism,Historical revisionism
334,1,True,Zeitgeschichtliche Forschungsstelle Ingolstadt,Zeitgeschichtliche Forschungsstelle Ingolstadt
335,1,True,Kolleg St. Blasien,Kolleg St. Blasien
336,10,True,Ludwig Maximilian University of Munich,Munich
337,9,True,University of Ingolstadt,Ingolstadt
338,1,True,Roman law,Roman law
339,2,True,Zeitgeschichtliche Forschungsstelle Ingolstadt,Contemporary history
340,2,True,Der Spiegel,Der Spiegel
341,1,True,Heinz Nawratil,Heinz Nawratil
342,2,True,Institute for Historical Review,Journal of Historical Review
343,1,True,Obituary,Obituary
344,1,True,Hellmut Diwald,Hellmut Diwald
345,2,True,National Zeitung,National Zeitung
346,10,True,Sicilian Baroque,Sicily
347,10,True,Architect,Architect
348,1,True,notInKB,notInKB
348,1,True,Sicilian Baroque,Sicilian Baroque
349,6,True,Trapani,Trapani
350,10,True,Palermo,Palermo
351,10,True,priesthood (Catholic Church),Priest
352,10,True,Aristocracy,Aristocracy (class)
353,1,True,Scordia,Scordia
354,5,True,notInKB,notInKB
354,5,True,Confessor,Confessor
355,1,True,Bagheria,Bagheria
356,2,True,Bema,Dais
357,10,True,Civil engineer,Engineer
358,10,True,bridge,Bridge
359,10,True,Neoclassical architecture,Neoclassical architecture
360,10,True,"Lincoln, England","Lincoln, England"
361,10,True,England,English people
362,10,True,New Zealand national cricket team,Cricket
363,1,True,Nottinghamshire County Cricket Club,Nottinghamshire County Cricket Club
364,10,True,Nottinghamshire County Cricket Club,Nottinghamshire County Cricket Club
365,2,True,Oxford UCCE,Oxford University Cricket Club
366,10,True,Nottinghamshire County Cricket Club,Nottinghamshire County Cricket Club
367,2,True,List A cricket,List A cricket
368,10,True,Essex,Essex County Cricket Club
369,1,True,Pro40,Pro40
370,1,True,notInKB,notInKB
370,1,True,Garons Park,Garons Park
371,10,True,Sussex,Sussex County Cricket Club
372,10,True,"County Cricket Ground, Hove","County Cricket Ground, Hove"
373,10,True,Essex County Cricket Club,Essex County Cricket Club
374,10,True,Yorkshire County Cricket Club,Yorkshire County Cricket Club
375,10,True,Northamptonshire County Cricket Club,Northamptonshire County Cricket Club
376,10,True,Kent,Kent County Cricket Club
377,2,True,England Lions cricket team,England Lions cricket team
378,10,True,Derbyshire County Cricket Club,Derbyshire County Cricket Club
379,10,True,Yorkshire County Cricket Club,Yorkshire County Cricket Club
380,10,True,England,English people
381,10,True,New Zealand national cricket team,Cricket
382,2,True,Andrew Keith Hele,Wicket-keeper
383,10,True,Torquay,Torquay
384,10,True,Devon,Devon
385,10,True,Devon County Cricket Club,Devon County Cricket Club
386,10,True,Berkshire,Berkshire County Cricket Club
387,10,True,Cheshire County Cricket Club,Cheshire County Cricket Club
388,1,True,notInKB,notInKB
388,1,True,MCCA Knockout Trophy,MCCA Knockout Trophy
389,10,True,Dorset,Dorset County Cricket Club
390,10,True,Suffolk,Suffolk County Cricket Club
391,2,True,List A cricket,List A cricket
392,10,True,Yorkshire County Cricket Club,Yorkshire County Cricket Club
393,1,True,1998 NatWest Trophy,1998 NatWest Trophy
394,10,True,Shropshire,Shropshire County Cricket Club
395,1,True,notInKB,notInKB
395,1,True,2001 Cheltenham & Gloucester Trophy,2001 Cheltenham & Gloucester Trophy
396,3,True,notInKB,notInKB
396,3,True,batting average,Batting average
397,10,True,England,English people
398,10,True,New Zealand national cricket team,Cricket
399,2,True,Off break,Off break
400,10,True,"Preston, Lancashire","Preston, Lancashire"
401,10,True,Lancashire,Lancashire
402,10,True,Devon County Cricket Club,Devon County Cricket Club
403,10,True,Herefordshire,Herefordshire County Cricket Club
404,10,True,notInKB,notInKB
404,10,True,2000 English cricket season,2000 English cricket season
405,1,True,notInKB,notInKB
405,1,True,MCCA Knockout Trophy,MCCA Knockout Trophy
406,2,True,List A cricket,List A cricket
407,1,True,Friends Provident Trophy,Friends Provident Trophy
408,10,True,Essex County Cricket Club,Essex County Cricket Club
409,1,True,notInKB,notInKB
409,1,True,2005 Cheltenham & Gloucester Trophy,2005 Cheltenham & Gloucester Trophy
410,1,True,The Maer Ground,The Maer Ground
411,10,True,Exmouth,Exmouth
412,3,True,notInKB,notInKB
412,3,True,Batting average,Batting average
413,10,True,notInKB,notInKB
413,10,True,Captain (cricket),Not out
414,1,True,notInKB,notInKB
414,1,True,Bowling average,Bowling average
415,10,True,Association football,Association football
416,6,True,Exeter City F.C.,Exeter City F.C.
417,10,True,York City F.C.,York City F.C.
418,10,True,Sheffield,Sheffield
419,8,True,West Riding of Yorkshire,West Riding of Yorkshire
420,2,True,Midland Football League,Midland Football League
421,2,True,Football League Third Division South,Football League Third Division South
422,6,True,Exeter City F.C.,Exeter City F.C.
423,3,True,Southend United F.C.,Southend United F.C.
424,8,True,Swindon Town F.C.,Swindon Town F.C.
425,10,True,York City F.C.,York City F.C.
426,1,True,Loughborough Corinthians F.C.,Loughborough Corinthians F.C.
427,10,True,1926–27 FA Cup,1926–27 in English football
428,10,True,FA Cup,FA Cup
429,10,False,nic,1926–27 FA Cup
430,10,True,Grimsby Town F.C.,Grimsby Town F.C.
431,10,True,Scarborough F.C.,Scarborough F.C.
432,6,True,Lecco,Lecco
433,10,True,Italians,Italy
434,3,True,Sprint canoe,Canoe racing
435,10,True,1996 Summer Olympics,1996 Summer Olympics
436,10,False,nic,2000 Summer Olympics
437,10,False,nic,2004 Summer Olympics
438,10,True,1992 Summer Olympics,1992 Summer Olympics
439,2,True,ICF Canoe Sprint World Championships,ICF Canoe Sprint World Championships
440,10,False,nic,1995 ICF Canoe Sprint World Championships
441,10,False,nic,1997 ICF Canoe Sprint World Championships
442,10,False,nic,1998 ICF Canoe Sprint World Championships
443,10,False,nic,1993 ICF Canoe Sprint World Championships
444,10,False,nic,1994 ICF Canoe Sprint World Championships
445,10,True,2008 Summer Olympics,2008 Summer Olympics
446,10,True,2008 Summer Olympics,Beijing
447,1,True,Lucia Micheli,Lucia Micheli
448,9,True,notInKB,notInKB
448,9,True,Canoeing at the 1992 Summer Olympics – Women's K-4 500 metres,Canoeing at the 1992 Summer Olympics – Women's K-4 500 metres
449,10,True,Canoeing at the 1992 Summer Olympics,1992 Summer Olympics
450,10,True,Barcelona,Barcelona
451,1,True,Gruppi Sportivi Fiamme Gialle,Gruppi Sportivi Fiamme Gialle
452,1,True,Search and rescue dog,Search and rescue dog
453,1,True,Dickin Medal,Dickin Medal
454,10,True,Victoria Cross,Victoria Cross
455,7,True,September 11 attacks,September 11 attacks
456,2,True,World Trade Center,World Trade Center site
457,2,True,German Shepherd,German Shepherd
458,8,True,Search and rescue dog,Search and rescue
459,10,True,Florida,Florida
460,10,True,Indianapolis,Indianapolis
461,1,True,Urban Search and Rescue New York Task Force 1,Urban Search and Rescue New York Task Force 1
462,10,True,Dominican Republic,Dominican Republic
463,1,True,September 11 attacks,September 11 attacks
464,2,True,World Trade Center,World Trade Center site
465,10,True,notInKB,notInKB
465,10,True,World Trade Center,World Trade Center
466,1,True,Dickin Medal,Dickin Medal
467,10,True,Victoria Cross,Victoria Cross
468,1,True,Salty and Roselle,Salty and Roselle
469,2,True,American Kennel Club,American Kennel Club
470,1,True,Westminster Kennel Club Dog Show,Westminster Kennel Club Dog Show
471,10,True,England,England
472,10,True,Derbyshire,Cricket
473,10,True,Derbyshire County Cricket Club,Derbyshire County Cricket Club
474,6,True,Long Eaton,Long Eaton
475,10,True,Derbyshire County Cricket Club,Derbyshire
476,10,True,Leicestershire,Leicestershire County Cricket Club
477,7,True,1934 English cricket season,Derbyshire County Cricket Club in 1934
478,10,True,1935 English cricket season,Derbyshire County Cricket Club in 1935
479,1,True,Derbyshire County Cricket Club in 1936,Derbyshire County Cricket Club in 1936
480,10,True,Derbyshire County Cricket Club in 1937,Derbyshire County Cricket Club in 1937
481,10,True,Derbyshire County Cricket Club in 1938,Derbyshire County Cricket Club in 1938
482,10,False,nic,Derbyshire County Cricket Club in 1939
483,10,True,Somerset,Somerset County Cricket Club
484,10,True,notInKB,notInKB
484,10,True,1946 English cricket season,Derbyshire County Cricket Club in 1946
485,10,True,Warwickshire,Warwickshire County Cricket Club
486,1,True,Eric Hollies,Eric Hollies
487,10,True,notInKB,notInKB
487,10,True,Derbyshire County Cricket Club in 1947,Derbyshire County Cricket Club in 1947
488,10,True,Yorkshire,Yorkshire County Cricket Club
489,10,True,Surrey County Cricket Club,Surrey County Cricket Club
490,10,True,Derbyshire County Cricket Club in 1948,Derbyshire County Cricket Club in 1948
491,10,True,Lancashire,Lancashire County Cricket Club
492,10,True,notInKB,notInKB
492,10,True,1949 English cricket season,Derbyshire County Cricket Club in 1949
493,10,False,nic,Derbyshire County Cricket Club in 1950
494,10,True,Derby,Derby
495,2,False,notInKB,notInKB
495,2,False,nic,Leslie Townsend
496,10,True,Dewsbury,Dewsbury
497,10,True,England,English people
498,10,True,Rugby league,Rugby league
499,10,True,Head coach,Coach (sport)
500,10,True,Great Britain national rugby league team,Great Britain national rugby league team
501,10,True,England national rugby league team,England national rugby league team
502,10,True,Yorkshire,Rugby League War of the Roses
503,10,True,Hull F.C.,Hull F.C.
504,10,True,Bramley,Bramley Buffaloes
505,9,True,Batley,Batley Bulldogs
506,10,True,Captain (sports),Captain (sports)
507,10,False,nic,1965–66 Northern Rugby Football League season
508,10,False,nic,1966–67 Northern Rugby Football League season
509,10,False,nic,1967–68 Northern Rugby Football League season
510,10,False,nic,1968–69 Northern Rugby Football League season
511,10,False,nic,1969–70 Northern Rugby Football League season
512,10,False,nic,1970–71 Northern Rugby Football League season
513,10,True,Yorkshire,Rugby League War of the Roses
514,10,True,Bramley,Bramley Buffaloes
515,2,True,Duke of Wellington's Regiment,Duke of Wellington's Regiment
516,10,True,England national rugby league team,England national rugby league team
517,10,True,Great Britain national rugby league team,Great Britain national rugby league team
518,10,True,Hull F.C.,Hull F.C.
519,10,True,Wigan,Wigan Warriors
520,10,True,Challenge Cup,Challenge Cup
