id,candidate_length,in_candidates,response,answer
57,10,True,Steve Jobs,Steve Jobs
58,10,True,Joan Baez,Joan Baez
59,10,True,Stanford University,Stanford University
60,3,True,Isle of Wight Festival 1970,Isle of Wight Festival
61,10,True,Woodstock,Woodstock
62,10,True,Miles Davis,Miles Davis
63,10,True,Chicago (band),Chicago (band)
64,10,False,nic,Joni Mitchell
65,10,False,nic,Eric Clapton
66,10,True,Blues,Blues
67,10,True,Rock music,Rock music
68,10,True,John Mayall,John Mayall
69,10,True,Steve Jobs,Steve Jobs
70,10,True,Apple Inc.,Apple Inc.
71,10,True,Stanford University,Stanford University
72,10,True,Steve Ballmer,Steve Ballmer
73,10,True,Stanford University,Stanford University
74,10,True,Microsoft,Microsoft
75,10,True,Microsoft Windows,Microsoft Windows
76,10,True,Cairo (operating system),Cairo (operating system)
77,10,True,Microsoft,Microsoft
78,10,True,Bill Gates,Bill Gates
79,10,True,Steve Jobs,Steve Jobs
80,10,True,Bill Gates,Bill Gates
81,10,True,Sergey Brin,Sergey Brin
82,10,True,Larry Page,Larry Page
83,10,False,nic,Karl Albrecht
84,10,True,Theo Albrecht,Theo Albrecht
85,10,True,Apple Inc.,Apple Inc.
86,10,True,Mango (clothing),Mango (clothing)
87,10,False,nic,Orange (telecommunications)
88,10,False,nic,Sam Zell
89,1,True,Equity International,Equity International
90,7,True,Pixar,Pixar
91,10,True,Cars (film),Cars (film)
92,10,True,John Lasseter,John Lasseter
93,10,True,Mars (chocolate bar),Mars (chocolate bar)
94,10,False,nic,Galaxy (chocolate)
95,10,True,Bounty (chocolate bar),Bounty (chocolate bar)
96,10,True,Robert Bosch GmbH,Robert Bosch GmbH
97,10,True,Sharp Corporation,Sharp Corporation
98,10,False,nic,Manchester City F.C.
99,10,True,Tottenham Hotspur F.C.,Tottenham Hotspur F.C.
100,7,True,Arsenal F.C.,Arsenal F.C.
101,10,True,Emirates Stadium,Emirates Stadium
102,3,True,Atlético Madrid,Atlético Madrid
103,10,False,nic,Real Madrid C.F.
104,10,True,Thomas Müller,Thomas Müller
105,10,True,England national football team,England national football team
106,10,False,nic,Thomas Müller
107,10,False,nic,Mario Gómez
108,10,False,nic,FC Bayern Munich
109,10,False,nic,Norbert Haug
110,10,False,nic,FC Red Bull Salzburg
111,1,True,Rudi Völler,Rudi Völler
112,10,True,Netherlands national football team,Netherlands national football team
113,5,True,San Siro,San Siro
114,6,True,Landgrave,Willi Landgraf
115,10,False,nic,Erik Meijer (footballer)
116,10,False,nic,New Tivoli
117,3,True,Reinhold Yabo,Reinhold Yabo
118,10,True,Alemannia Aachen,Alemannia Aachen
119,10,True,Hertha BSC,Hertha BSC
120,10,True,Borussia Dortmund,Borussia Dortmund
121,10,True,Richard Nixon,Richard Nixon
122,10,True,Watergate scandal,Watergate scandal
123,1,True,Ping-pong diplomacy,Ping-pong diplomacy
124,10,True,China,China
125,10,True,The Sun,The Sun (United Kingdom)
126,10,True,The Times,The Times
127,10,True,Greece,Greece
128,10,False,nic,Eurozone
129,2,True,Enola Gay,Enola Gay
130,10,True,Atomic bombings of Hiroshima and Nagasaki,Hiroshima
131,10,True,World War II,World War II
132,10,True,Red Army Faction,Red Army Faction
133,9,True,Andreas Baader,Andreas Baader
134,5,True,Ulrike Meinhof,Ulrike Meinhof
135,4,True,Hanns Martin Schleyer,Hanns Martin Schleyer
136,4,True,Aristotle Onassis,Jacqueline Kennedy Onassis
137,10,True,Jacqueline Kennedy,John F. Kennedy
138,10,True,Neil Armstrong,Neil Armstrong
139,10,True,Moon,Moon
140,10,True,Erich Gamma,Erich Honecker
141,10,True,"Neunkirchen, Saarland","Neunkirchen, Saarland"
142,10,True,Macedonia (Greece),Macedonia (Greece)
143,10,True,Greece,Greece
144,10,True,Barack Obama,Barack Obama
145,10,True,Angela Merkel,Angela Merkel
146,10,True,John F. Kennedy International Airport,John F. Kennedy International Airport
147,10,False,nic,John P. Kennedy
