id,candidate_length,in_candidates,response,answer
211,2,True,liver disorders,Liver disease
212,1,True,"Niigata, Niigata","Niigata, Niigata"
213,5,True,March 1995,1995
214,3,True,Sarin,Nerve agent
215,1,True,Aum Shinrikyo,Aum Shinrikyo
216,10,True,New Zealand,New Zealand
217,1,True,Auckland Art Gallery,Auckland Art Gallery
218,7,True,James Tissot,James Tissot
219,10,True,Combat shotgun,Shotgun
220,10,True,Auckland,Auckland
221,3,True,Crowbar (tool),Crowbar (tool)
222,8,True,Firearm,Firearm
223,10,True,"Albert Park, Victoria","Albert Park, Auckland"
224,10,True,Israeli security forces,Security
225,10,True,Israel,Israel
226,10,True,Ministro Pistarini International Airport,International airport
227,4,True,Islamic militants,Islamic terrorism
228,10,True,United States,United States
229,1,True,Benjamin Netanyahu,Benjamin Netanyahu
230,1,True,David Bar-Illan,David Bar-Illan
231,10,True,Islamic terrorism,Terrorism
232,3,True,Preemptive war,Preemptive war
233,10,True,May 2013 Rif Dimashq airstrikes,Airstrike
234,10,True,Sudan,Sudan
235,10,True,War in Afghanistan (2001–present),Afghanistan
236,6,True,Osama bin Laden,Osama bin Laden
237,10,True,Saudi Arabia,Saudi Arabia
238,4,True,1998 United States embassy bombings,Diplomatic mission
239,10,True,Kenya,East Africa
240,10,True,Muslim,Muslim
241,10,True,Ali Afshari,Activism
242,10,True,Strategic sites,Strategy
243,6,True,University of Connecticut,University of Connecticut
244,3,True,University of Connecticut,Security guard
245,10,True,University of Connecticut,Academic administration
246,3,True,tour operator,Tour operator
247,1,True,Art theft,Art theft
248,10,True,Austria,Austria
249,10,True,United States Secretary of State,Secretary of State
250,1,True,Madeleine Albright,Madeleine Albright
251,10,True,The Holocaust,The Holocaust
252,10,True,Nazi Germany,Nazism
253,1,True,Thomas Klestil,Thomas Klestil
254,10,True,Moscow,Moscow
255,10,True,United States,United States
256,1,True,Viktor Klima,Viktor Klima
257,1,True,Wolfgang Schüssel,Wolfgang Schüssel
258,2,True,World Jewish Congress,World Jewish Congress
259,1,True,Association of Art Museum Directors,Association of Art Museum Directors
260,10,True,Adolf Hitler,Adolf Hitler
261,10,True,Nazi Germany,Germany
262,10,True,Aum Shinri Kyo,Guru
263,10,True,Aum Shinri Kyo,Cult
264,3,True,Sarin,Nerve agent
265,10,True,Tokyo,Tokyo
266,3,True,Shoko Asahara,Shoko Asahara
267,1,True,Aum Shinrikyo,Aum Shinrikyo
268,1,True,Sarin gas attack on the Tokyo subway,Sarin gas attack on the Tokyo subway
269,9,True,sarin attack,Gas chamber
270,10,True,Defense (legal),Defense (legal)
271,1,True,Tokyo District Court,Tokyo District Court
272,10,True,prosecution,Prosecutor
273,9,True,Curator,Curator
274,6,True,Impressionism,Impressionism
275,4,True,Robbery,Robbery
276,10,True,Claude Monet,Claude Monet
277,10,True,Nice,Nice
278,1,True,Alfred Sisley,Alfred Sisley
279,10,True,French Riviera,French Riviera
280,1,True,Saint-Laurent-du-Var,Saint-Laurent-du-Var
281,2,True,trade fair,Trade fair
282,10,True,Iraq,Iraq
283,10,True,Iran,Iran
284,10,True,delegation,Delegation
285,1,True,Kermanshah Province,Kermanshah Province
286,8,True,Mohammad Shariatmadari,Mohammad Shariatmadari
287,10,True,Commerce,Commerce
288,10,True,Tehran,Tehran
289,4,True,Iran–Iraq War,Iran–Iraq War
290,7,True,United Nations,United Nations
291,8,True,Third Geneva Convention,Prisoner of war
292,10,True,Baghdad,Baghdad
293,6,True,acts of sabotage,Sabotage
294,1,True,Taha Yassin Ramadan,Taha Yassin Ramadan
295,3,True,Gulf War,Gulf War
296,2,True,Organisation of Islamic Cooperation,Organisation of Islamic Cooperation
297,10,True,Hungary,Hungary
298,1,True,History of the Jews in Hungary,History of the Jews in Hungary
299,10,True,communist,Communism
300,6,True,Magyar Távirati Iroda,Magyar Távirati Iroda
301,10,True,Nationalization,Nationalization
302,2,True,Hungarian forint,Hungarian forint
303,10,True,Welfare,Welfare
304,7,True,the Holocaust,The Holocaust
305,10,True,Holy See,Holy See
306,10,True,Persian Gulf,Persian Gulf
307,3,True,William Cohen,William Cohen
308,10,True,United States,United States
309,3,True,Missile defense systems of various nations,United States national missile defense
310,10,True,Iran,Iran
311,10,True,Iraq,Iraq
312,10,True,Bahrain,Bahrain
313,10,True,Qatar,Qatar
314,10,True,United Arab Emirates,United Arab Emirates
315,10,True,Oman,Oman
316,10,True,Saudi Arabia,Saudi Arabia
317,7,True,United Nations,United Nations
318,10,True,Sanctions against Iraq,International sanctions
319,3,True,Alan Shepard,Alan Shepard
320,10,True,Mercury-Atlas 6,John Glenn
321,10,True,Orbital spaceflight,Orbit
322,1,True,Gus Grissom,Gus Grissom
323,10,True,Edward Higgins White,Edward Higgins White
324,1,True,Roger B. Chaffee,Roger B. Chaffee
325,2,True,Gus Grissom,Apollo 1
326,10,True,Apollo 1,Spacecraft
327,4,True,Kennedy Space Center Launch Complex 39,Launch pad
328,6,True,Apollo 11,Apollo 11
329,3,True,Apollo 11,Neil Armstrong
330,3,True,Apollo 11,Buzz Aldrin
331,10,True,Apollo 11,Moon
332,4,True,Soyuz (spacecraft),Soyuz (spacecraft)
333,10,True,Space Shuttle Columbia,Space Shuttle Columbia
334,10,True,Space Shuttle,Space Shuttle
335,1,True,Sally Ride,Sally Ride
336,10,True,Space Shuttle Challenger,Space Shuttle Challenger
337,1,True,Hubble Space Telescope,Hubble Space Telescope
338,1,True,Norman Thagard,Norman Thagard
339,10,True,rocket,Rocket
340,10,True,STS Mir,Mir
341,10,True,Space Shuttle Atlantis,Space Shuttle Atlantis
342,2,True,Shannon Lucid,Shannon Lucid
343,1,True,Story Musgrave,Story Musgrave
344,10,True,Space Shuttle Discovery,Space Shuttle Discovery
345,10,True,Strategic management,Strategy
346,8,True,Interpol,Interpol
347,5,True,Organized crime,Organized crime
348,10,True,organized crime,Organized crime
349,10,True,terrorism,Terrorism
350,2,True,Illegal drug trade,Illegal drug trade
351,7,True,Money laundering,Money laundering
352,10,True,Evidence (law),Evidence
353,9,True,Strategic development plan,Strategic planning
354,10,True,Switzerland,Switzerland
355,10,True,Nuclear power in Switzerland,Nuclear power
356,2,True,Hydropower,Hydroelectricity
357,1,False,Environmentalist,Environmentalism
358,10,False,nic,Nuclear power in Switzerland
359,3,True,Electric power industry,Electric power industry
360,6,True,Radioactive waste,Radioactive waste
361,9,True,Hydroelectricity,Power station
362,10,True,Cabinet (government),Cabinet (government)
363,1,True,Moritz Leuenberger,Moritz Leuenberger
364,10,True,Electric power,Electricity
365,10,True,electricity,Infrastructure
366,9,True,Economic liberalization,Liberalization
367,5,True,tax breaks,Tax break
368,10,True,South Africa,South Africa
369,10,True,Apartheid,Apartheid
370,4,True,African National Congress,African National Congress
371,10,True,Human rights,Human rights
372,10,True,African National Congress,Torture
373,10,True,Improvised explosive device,Bomb
374,10,True,NRK,Broadcasting
375,1,True,Dominant minority,Dominant minority
376,9,True,Truth and Reconciliation Commission (South Africa),Truth and Reconciliation Commission (South Africa)
377,8,True,South African Broadcasting Corporation,South African Broadcasting Corporation
378,10,True,Commission,Commissioner
379,5,True,Land mine,Land mine
380,10,True,Angola,Angola
381,1,True,Norsk Hydro,Norsk Hydro
382,10,True,Hydrogen,Hydrogen
383,10,True,Norsk Hydro ASA,Power station
384,10,True,Electric power,Electricity
385,10,True,Greenhouse gas,Air pollution
386,2,True,Norsk Hydro ASA,Government-owned corporation
387,1,True,Norwegian Water Resources and Energy Directorate,Norwegian Water Resources and Energy Directorate
388,10,True,Natural gas,Natural gas
389,10,True,Petroleum,Petroleum
390,10,True,Carbon dioxide,Carbon dioxide
391,10,True,Norway,Norway
392,2,True,Norway,Hydroelectricity
393,10,True,Nitrogen,Nitrogen
394,10,True,Oslo,Oslo
395,4,True,The Hague,The Hague
396,2,True,Radio Free Europe/Radio Liberty,Radio Free Europe/Radio Liberty
397,1,True,Kamal Kharazi,Kamal Kharazi
398,1,True,International Court of Justice,International Court of Justice
399,10,True,Netherlands,Netherlands
400,10,True,Ambassadors of the United States,Ambassador
401,10,True,Prague,Prague
402,10,True,Czech Republic,Czech Republic
403,10,True,Czech,Economy
404,10,True,International relations,Politics
405,10,True,Iraq,Iraq
406,9,True,Dari (Persian dialect),Persian language
407,5,True,Munich,Munich
408,10,True,Censorship,Censorship
409,10,True,Soviet Union,Soviet Union
410,5,True,Warsaw Pact,Iron Curtain
411,10,True,Cold War,Cold War
412,10,True,Western world,Western world
413,10,True,Communist,Communism
414,10,True,Eastern Europe,Eastern world
415,10,True,United States,United States
416,10,True,Iran,Iran
417,4,True,the Hague,The Hague
418,2,True,Radio Free Europe/Radio Liberty,Radio Free Europe/Radio Liberty
419,1,True,Kamal Kharazi,Kamal Kharazi
420,1,True,International Court of Justice,International Court of Justice
421,10,True,Netherlands,Netherlands
422,10,True,Prague,Prague
423,10,True,Czech Republic,Czech Republic
424,10,True,Iraq,Iraq
425,9,True,Persian language,Persian language
426,1,True,Politics of the Czech Republic,Politics of the Czech Republic
427,5,True,Munich,Munich
428,10,True,Soviet Union,Soviet Union
429,5,True,Soviet,Iron Curtain
430,10,True,Cold War,Cold War
431,10,True,Soviet,Communism
432,10,True,Iran,Iran
433,4,True,The Hague,The Hague
434,2,True,Radio Free Europe/Radio Liberty,Radio Free Europe/Radio Liberty
435,1,True,Kamal Kharazi,Kamal Kharazi
436,1,True,International Court of Justice,International Court of Justice
437,10,True,Netherlands,Netherlands
438,10,True,Ambassador,Ambassador
439,10,True,Prague,Prague
440,10,True,Czech Republic,Czech Republic
441,10,True,Radio Free Europe,Broadcasting
442,10,True,Iraq,Iraq
443,9,True,Persian language,Persian language
444,1,True,Politics of the Czech Republic,Politics of the Czech Republic
445,5,True,Munich,Munich
446,10,True,Soviet Union,Soviet Union
447,5,True,Warsaw Pact,Iron Curtain
448,10,True,Cold War,Cold War
449,10,True,Soviet,Communism
450,7,True,Revolutions of 1989,Revolutions of 1989
451,10,True,Iran,Iran
452,4,True,International Court of Justice,The Hague
453,2,True,Radio Free Europe/Radio Liberty,Radio Free Europe/Radio Liberty
454,10,True,Foreign minister,Foreign minister
455,1,True,Kamal Kharazi,Kamal Kharazi
456,1,True,International Court of Justice,International Court of Justice
457,10,True,Netherlands,Netherlands
458,10,True,Prague,Prague
459,10,True,Czech Republic,Czech Republic
460,10,True,Iraq,Iraq
461,9,True,Persian language,Persian language
462,5,True,Munich,Munich
463,10,True,Soviet Union,Soviet Union
464,5,True,Soviet,Iron Curtain
465,10,True,Cold War,Cold War
466,10,True,Soviet,Communism
467,10,True,West Indies cricket team,Caribbean
468,10,True,South Africa,South Africa
469,10,True,New Zealand national cricket team,Cricket
470,2,True,Brian Lara,Batting (cricket)
471,1,True,Brian Lara,Brian Lara
472,1,True,Carl Hooper,Carl Hooper
473,5,True,James Adams (cricketer),Jimmy Adams
474,1,True,West Indies Cricket Board,West Indies Cricket Board
475,1,True,Ali Bacher,Ali Bacher
476,1,True,South Africa national cricket team,South Africa national cricket team
477,1,True,Clive Lloyd,Clive Lloyd
478,1,True,Joel Garner,Joel Garner
479,10,True,sports marketing,Sponsor (commercial)
480,1,True,Wicket-keeper,Wicket-keeper
481,10,False,nic,David Richardson
482,1,True,Sports marketing,Sports marketing
483,10,True,Johannesburg,Johannesburg
484,1,True,Courtney Walsh,Courtney Walsh
485,10,True,West Indies,West Indies cricket team
486,1,True,Caribbean News Agency,Caribbean News Agency
487,10,True,Brian Lara,Brian Lara
488,10,False,nic,Carl Hooper
489,1,True,West Indies Cricket Board,West Indies Cricket Board
490,2,True,Lara,Batting (cricket)
491,10,True,Jimmy Adams,Treasurer
492,9,True,Jimmy Adams,Negotiation
493,1,True,Ali Bacher,Ali Bacher
494,1,False,South Africa national cricket team,Cricket South Africa
495,1,True,Clive Lloyd,Clive Lloyd
496,1,True,Joel Garner,Joel Garner
497,10,True,sponsorship,Sponsor (commercial)
498,1,True,Wicket-keeper,Wicket-keeper
499,10,False,nic,Dave Richardson
500,10,True,marketing,Marketing
501,10,True,Johannesburg,Johannesburg
502,10,True,State of Palestine,Palestinian people
503,10,True,Yasser Arafat International Airport,Airport
504,7,True,Civil Aviation Authority,Civil aviation
505,10,True,Israel,Israelis
506,1,True,Yasser Arafat International Airport,Yasser Arafat International Airport
507,9,True,Gaza Strip,Gaza Strip
508,9,True,Interim Agreement on the West Bank and the Gaza Strip,Israeli–Palestinian conflict
509,10,True,Civil Aviation Authority (Palestine),National aviation authority
510,10,True,Israel Defense Forces,Israelis
511,10,True,Israeli security forces,Security
512,10,True,Transit bus,Bus
513,10,True,State of Palestine,Palestinian people
514,10,True,Yasser Arafat International Airport,Airport
515,10,True,Israeli-Palestinian peace agreement,Independence
516,7,True,Civil Aviation Authority of Norway,Civil aviation
517,10,True,Israel,Israelis
518,1,True,Yasser Arafat International Airport,Yasser Arafat International Airport
519,9,True,Gaza Strip,Gaza Strip
520,9,True,Interim Agreement on the West Bank and the Gaza Strip,Peace process in the Israeli–Palestinian conflict
521,10,True,Cabinet of Israel,Cabinet of Israel
522,9,True,Ratification of the Treaty of Lisbon,Ratification
523,1,True,Benjamin Netanyahu,Benjamin Netanyahu
524,10,True,Civil Aviation Authority,National aviation authority
525,10,True,Israel Defense Forces,Israelis
526,10,True,passport,Passport
527,10,True,General Administration of Customs,Customs
528,10,True,cattle,Cattle
529,10,True,American black bear,Bear
530,6,True,Peasant,Peasant
531,10,True,Romania,Romania
532,10,True,Ovis,Sheep
533,10,True,Cattle,Livestock
534,10,False,nic,Game reserve
535,10,True,Vlad the Impaler,Dracula
536,10,True,Principality of Transylvania (1570–1711),Transylvania
537,10,True,Vampire (Middle-earth),Vampire
538,2,True,kilograms,Kilogram
539,3,True,Hibernation,Hibernation
540,2,True,bears,Omnivore
541,3,True,Nicolae Ceausescu,Weaning
542,1,True,Nicolae Ceaușescu,Nicolae Ceaușescu
543,10,True,Communist Party of Romania,Communism
544,10,True,Nicolae Ceausescu,Dictator
545,10,True,Park ranger,Park ranger
546,1,True,Apuseni Mountains,Apuseni Mountains
547,10,True,Prosecutor,Prosecutor
548,1,True,P. W. Botha,P. W. Botha
549,1,True,Dominant minority,Dominant minority
550,1,True,Truth and Reconciliation Commission (South Africa),Truth and Reconciliation Commission (South Africa)
551,4,True,African National Congress,African National Congress
552,10,True,Johannesburg,Johannesburg
553,10,True,Truth and reconciliation commission,Amnesty
554,3,True,contempt of court,Contempt of court
555,3,True,South African rand,South African rand
556,10,True,Portugal,Portugal
557,10,True,Spain,Spain
558,6,True,Water resource management,Water resources
559,5,True,Iberian Peninsula,Iberian Peninsula
560,10,True,Antonio Guterres,Prime minister
561,1,True,António Guterres,António Guterres
562,10,True,Lisbon,Lisbon
563,10,True,Quantity,Volume
564,1,True,José María Aznar,José María Aznar
565,10,True,Water supply,Water supply
566,6,True,Hydropower,Hydroelectricity
567,10,True,European Union,European Union
568,9,True,Illegal immigration,Illegal immigration
569,9,True,Illegal drug trade,Illegal drug trade
570,10,True,Syria,Syria
571,10,True,United States,United States
572,10,True,United Kingdom,United Kingdom
573,10,True,Iraq,Iraq
574,10,True,Saddam Hussein,Saddam Hussein
575,1,True,Abdul Halim Khaddam,Abdul Halim Khaddam
576,10,True,Israel,Israel
577,10,True,Arab people,Arab people
578,10,True,Islam,Islam
579,2,True,Hassan Habibi,Hassan Habibi
580,1,True,Damascus International Airport,Damascus International Airport
581,10,True,London,London
582,10,True,State of Palestine,Palestinian people
583,9,True,Kamal Kharazi,Kamal Kharazi
584,1,True,Hafez al-Assad,Hafez al-Assad
585,2,True,Iran-Iraq war,Iran–Iraq War
586,10,True,Dresden,Dresden
587,10,True,Dresden Zoo,Zoo
588,5,True,Jürgen Trittin,Jürgen Trittin
589,10,True,African elephant,Elephant
590,10,True,Africa,Africa
591,10,True,Cologne,Cologne
592,10,True,Erfurt,Erfurt
593,10,True,Germany,Germany
594,10,True,Botswana,Botswana
595,10,True,South Africa,South Africa
596,9,False,nic,Humane society
597,10,True,Switzerland,Switzerland
598,10,False,nic,Bundestag
599,1,True,Animal euthanasia,Animal euthanasia
600,10,True,Landtag of the Free State of Saxony,Saxony
601,1,True,Beanie Babies,Beanie Babies
602,10,True,Rembrandt,Rembrandt
603,4,True,Sotheby's,Sotheby's
604,10,True,New York,New York City
605,3,True,Sotheby's,Auction
606,3,True,Antique,Antique
607,3,True,Trading card,Sports memorabilia
608,4,True,Collectable,Collectable
609,1,True,Online auction,Online auction
610,10,True,Baseball,Baseball
611,1,True,Charge card,Charge card
612,10,False,nic,Christie's
613,10,True,Los Angeles,Los Angeles
614,2,True,J. Paul Getty Museum,J. Paul Getty Museum
615,6,True,Looted art,Work of art
616,10,True,Italy,Italy
617,10,True,Marble sculpture,Sculpture
618,10,True,artwork,Collection (artwork)
619,10,True,Archaeology,Antiquities
620,10,True,B.C.,Anno Domini
621,7,True,Excavation (archaeology),Excavation (archaeology)
622,10,True,Dolní Věstonice (archaeology),Archaeological site
623,1,True,Trunk (anatomy),Trunk (anatomy)
624,6,True,Mithras,Mithraic mysteries
625,9,True,2nd century,2nd century
626,10,True,Ancient Rome,Ancient Rome
627,10,True,Ancient Greek,Ancient Greece
628,1,True,Theft,Theft
629,10,True,Archaeological looting in Iraq,Looting
630,10,True,"Brentwood, Los Angeles","Brentwood, Los Angeles"
631,3,True,Astronomers,Astronomer
632,10,True,Tropical cyclone,Cyclone
633,10,True,Republic of Texas,Texas
634,10,True,Mars,Mars
635,3,True,Hubble Space Telescope,Space observatory
636,1,True,Space Telescope Science Institute,Space Telescope Science Institute
637,1,True,Hubble Space Telescope,Hubble Space Telescope
638,10,True,Mars,Martian
639,10,True,ice,Ice
640,10,True,Atlantic hurricane,Tropical cyclone
641,10,True,Earth,Earth
642,3,True,carbon dioxide ice sheet,Evaporation
643,10,True,carbon dioxide,Carbon dioxide
644,9,True,Antarctic ice sheet,Ice sheet
645,1,True,Planum Boreum,Planum Boreum
646,1,True,Viking program,Viking program
647,9,True,Wide Field and Planetary Camera,Wide Field and Planetary Camera
648,10,True,Natural phenomenon,Phenomenon
649,10,True,Bear,Bear
650,10,True,"Anchorage, Alaska","Anchorage, Alaska"
651,10,True,Alaska,Alaska
652,2,True,Alaska State Troopers,Alaska State Troopers
653,1,True,Kenai National Wildlife Refuge,Kenai National Wildlife Refuge
654,2,True,"Soldotna, Alaska","Soldotna, Alaska"
655,10,True,M1 carbine,Rifle
656,6,False,nic,List of fatal bear attacks in North America by decade
657,10,True,seismic,Seismology
658,1,True,Swanson River,Swanson River
659,10,True,Prudhoe Bay Oil Field,Oil field
660,10,True,Kenai,"Kenai, Alaska"
661,2,True,First Union,First Union
662,10,True,Pornography,Pornography
663,10,True,Email,Email
664,4,True,Hostile work environment,Hostile environment sexual harassment
665,1,True,The Charlotte Observer,The Charlotte Observer
666,10,True,server (computing),Server (computing)
667,1,True,Home equity,Home equity
668,2,True,Fortune 100,Fortune 500
669,1,False,SCO–Linux controversies,Cause of action
670,5,True,Sexual harassment,Sexual harassment
671,3,True,United Airlines,United Airlines
672,10,True,Airport terminal,Airport terminal
673,10,False,nic,Airport security
674,3,True,O'Hare International Airport,O'Hare International Airport
675,1,True,Concourse,Concourse
676,1,True,Baggage claim,Baggage claim
677,1,True,Thunderstorm,Thunderstorm
678,10,True,Gulf Coast of the United States,Gulf Coast of the United States
