id,candidate_length,in_candidates,response,answer
114,10,True,Pennsylvania,Pennsylvania
115,10,True,"Green Bay, Wisconsin","Green Bay, Wisconsin"
116,10,True,"Washington, D.C.","Washington, D.C."
117,10,True,"Washington, D.C.","Washington, D.C."
118,8,True,"Ralph Nader presidential campaign, 2000",Ralph Nader
119,10,True,United States,United States
120,10,True,White House,White House
121,10,True,Florida,Florida
122,10,True,Oregon,Oregon
123,10,True,"Portland, Oregon","Portland, Oregon"
124,10,False,nic,Green Party of Florida
125,4,True,Sierra Club,Sierra Club
126,10,True,University of Florida,University of Florida
127,10,True,"Gainesville, Florida","Gainesville, Florida"
128,10,True,American Broadcasting Company,American Broadcasting Company
129,10,True,Fox Sports,Fox Sports (United States)
130,4,True,Sun Microsystems,Sun Microsystems
131,1,True,Fidelity Investments,Fidelity Investments
132,0,False,nic,Ocean Spray (cooperative)
133,0,False,nic,InStyle
134,3,True,PepsiCo,PepsiCo
135,3,True,Jack Nicholson,Jack Nicholson
136,3,True,Helen Hunt,Helen Hunt
137,1,True,Greg Kinnear,Greg Kinnear
138,1,True,James L. Brooks,James L. Brooks
139,0,False,nic,Campbell Soup Company
140,1,True,Roundabout Theatre Company,Roundabout Theatre Company
141,10,True,Times Square – 42nd Street (New York City Subway),Times Square
142,2,True,Reader's Digest Association,Reader's Digest Association
143,1,True,Reader's Digest,Reader's Digest
144,10,True,Levi Strauss & Co.,Levi Strauss & Co.
145,2,True,Blue Cross Blue Shield Association,Blue Cross Blue Shield Association
146,1,True,MSN,MSN
147,10,True,Microsoft,Microsoft
148,8,True,Land Rover,Land Rover
149,10,True,Volvo Cars,Volvo
150,0,False,nic,Sprint Nextel
151,7,True,John Corbett (actor),John Corbett (actor)
152,2,True,Houston Grand Opera,Houston Grand Opera
153,10,True,CBS,CBS
154,10,True,Brooklyn,Brooklyn
155,10,True,Hong Kong,Hong Kong
156,10,True,Asia,Asia
157,2,True,International Monetary Fund,International Monetary Fund
158,10,True,Philippines,Philippines
159,10,True,Taiwan,Taiwan
160,10,True,Indonesia,Indonesia
161,1,True,Chen Shui-bian,Chen Shui-bian
162,10,True,Malaysia,Malaysia
163,10,True,South Korea,South Korea
164,10,True,Singapore,Singapore
165,3,True,Bloomberg News,Bloomberg News
166,10,True,United States,United States
167,10,True,China,China
168,1,True,Hong Kong General Chamber of Commerce,Hong Kong General Chamber of Commerce
169,1,True,"Grosse Pointe Park, Michigan","Grosse Pointe Park, Michigan"
170,4,True,Michigan,Michigan
171,10,True,New York,New York
172,10,True,Pennsylvania,Pennsylvania
173,10,True,Michigan Department of Natural Resources,Michigan Department of Natural Resources
174,10,True,Detroit,Detroit
175,10,True,"Tallahassee, Florida","Tallahassee, Florida"
176,4,True,Florida,Florida
177,10,False,nic,Supreme Court of Florida
178,4,True,Florida District Courts of Appeal,Florida District Courts of Appeal
179,9,True,Electoral College (United States),Electoral College (United States)
180,2,True,O'Hare International Airport,O'Hare International Airport
181,9,True,LaGuardia Airport,LaGuardia Airport
182,10,True,New York,New York City
183,10,True,Southern United States,Southern United States
184,1,True,United States Department of Transportation,United States Department of Transportation
185,1,True,Los Angeles International Airport,Los Angeles International Airport
186,10,True,Bob Hope Airport,Bob Hope Airport
187,1,True,John Wayne Airport,John Wayne Airport
188,10,True,"Orange County, California","Orange County, California"
189,3,True,California,California
190,1,True,Westchester County Airport,Westchester County Airport
191,10,True,John F. Kennedy International Airport,John F. Kennedy International Airport
192,3,True,Federal Aviation Administration,Federal Aviation Administration
193,10,True,"Washington, D.C.","Washington, D.C."
194,0,False,nic,Airline complaints
195,5,True,BBC News,BBC News
196,10,True,London,London
197,10,True,Taiwan,Taiwan
198,10,True,Los Angeles,Los Angeles
199,2,True,Yasser Arafat,Yasser Arafat
200,1,True,Corey Flintoff,Corey Flintoff
201,1,True,NPR,NPR
202,10,True,"Washington, D.C.","Washington, D.C."
203,1,True,NPR,NPR
204,10,True,"Washington, D.C.","Washington, D.C."
205,1,True,"Miami-Dade County, Florida","Miami-Dade County, Florida"
206,10,True,Democratic Party (United States),Democratic Party (United States)
207,2,True,"Palm Beach County, Florida","Palm Beach County, Florida"
208,10,True,Vice President of the United States,Al Gore
209,10,True,Washington (state),Washington (state)
210,10,True,Seattle,Seattle
211,5,True,BBC News,BBC News
212,10,True,Greater London,London
213,10,True,Bush v. Gore,Supreme Court of the United States
214,0,False,nic,Ruth Bader Ginsburg
215,1,True,Supreme Court of Florida,Supreme Court of Florida
216,2,True,Sandra Day O'Connor,Sandra Day O'Connor
217,10,True,"Washington, D.C.","Washington, D.C."
218,10,True,United States Navy,United States Navy
219,4,True,USS Cole (DDG-67),USS Cole (DDG-67)
220,10,True,Yemen,Yemen
221,10,True,"Washington, D.C.","Washington, D.C."
222,10,True,Supreme Court of the United States,Supreme Court of the United States
223,0,False,nic,Joel Grossman
224,10,True,Baltimore,Baltimore
225,8,True,Johns Hopkins University,Johns Hopkins University
226,1,True,Laurence Tribe,Laurence Tribe
227,10,True,Al Gore,Al Gore
228,10,False,nic,Florida Legislature
229,10,True,United States Congress,United States Congress
230,1,True,Voice of America,Voice of America
231,10,True,United States,United States
232,10,True,Texas,Texas
233,1,True,Democratic Opposition of Serbia,Democratic Opposition of Serbia
234,3,False,nic,Slobodan MiloÅ¡eviÄ
235,10,False,nic,Socialist Party of Serbia
236,1,True,Xinhua News Agency,Xinhua News Agency
237,10,True,Shanghai,Shanghai
238,10,True,HSBC,HSBC
239,0,False,nic,International Ocean Shipping Building
240,0,False,nic,Lujaizui
241,2,True,Pudong,Pudong
242,10,True,US,United States
243,10,True,Citibank,Citibank
244,10,True,Hong Kong,Hong Kong
245,10,True,Japan,Japan
246,1,True,The Bank of Tokyo-Mitsubishi UFJ,The Bank of Tokyo-Mitsubishi UFJ
247,1,True,Xinhua News Agency,Xinhua News Agency
248,10,True,Beijing,Beijing
249,1,True,Weir Group,Weir Group
250,10,True,United States,United States
251,1,True,Jiangsu,Jiangsu
252,10,True,China,China
253,1,True,Rudong County,Rudong County
254,10,True,Japan,Japan
255,10,True,South Korea,South Korea
256,10,True,Taiwan,Taiwan
